YEAR,COUNTY_DISTRICT_CODE,DROPOUT_9_12_TOTAL,DROPOUT_9_12_TOTAL_RATE,DROPOUT_9_12_ASIAN_RATE,DROPOUT_9_12_BLACK_RATE,DROPOUT_9_12_HISPANIC_RATE,DROPOUT_9_12_INDIAN_RATE,DROPOUT_9_12_MULTIRACIAL_RATE,DROPOUT_9_12_WHITE_RATE,DROPOUT_9_12_MALE_RATE,DROPOUT_9_12_FEMALE_RATE
2001,15002,32,2.5,0,0,0,0,0,2.5,3.4,1.6
2001,15003,0,0,0,0,0,0,0,0,0,0
2001,15004,0,0,0,0,0,0,0,0,0,0
2001,16090,39,2.6,0,0,0,0,0,2.5,2,3.3
2001,16092,5,6.1,0,0,0,0,0,6.1,0,0
2001,16094,0,0,0,0,0,0,0,0,0,0
2001,16096,93,7.5,0,13.8,0,0,0,6.4,8.4,6.6
2001,16097,0,0,0,0,0,0,0,0,0,0
2001,17121,0,0,0,0,0,0,0,0,0,0
2001,17122,0,0,0,0,0,0,0,0,0,0
2001,17124,0,0,0,0,0,0,0,0,0,0
2001,17125,12,4,0,0,0,0,0,4.1,0,0
2001,17126,0,0,0,0,0,0,0,0,0,0
2001,18047,8,3.7,0,0,0,0,0,3.7,0,0
2001,18050,0,0,0,0,0,0,0,0,0,0
2001,19139,0,0,0,0,0,0,0,0,0,0
2001,19140,0,0,0,0,0,0,0,0,0,0
2001,19142,36,2.9,0,0,0,0,0,2.7,4.1,1.6
2001,19144,19,7.7,0,0,0,0,0,8.2,9.5,5.5
2001,19147,0,0,0,0,0,0,0,0,0,0
2001,19148,15,2.7,0,0,0,0,0,2.8,2.7,2.8
2001,19149,28,3.6,0,0,0,0,0,3.4,4.9,2.5
2001,19150,0,0,0,0,0,0,0,0,0,0
2001,19151,0,0,0,0,0,0,0,0,0,0
2001,19152,54,4.4,0,0,0,0,0,4.4,6,2.9
2001,20001,10,3.2,0,0,0,0,0,3.2,0,0
2001,20002,9,2.1,0,0,0,0,0,2.1,0,0
2001,21148,0,0,0,0,0,0,0,0,0,0
2001,21149,0,0,0,0,0,0,0,0,0,0
2001,21150,0,0,0,0,0,0,0,0,0,0
2001,21151,0,0,0,0,0,0,0,0,0,0
2001,22088,5,6.3,0,0,0,0,0,6.3,0,0
2001,22089,37,3.7,0,0,0,0,0,3.7,5.1,2.3
2001,22090,6,3.5,0,0,0,0,0,3.5,0,0
2001,22091,7,4.6,0,0,0,0,0,4.7,0,0
2001,22092,9,5.1,0,0,0,0,0,5.1,0,0
2001,22093,22,2.2,0,0,0,0,0,2.3,3.1,1.4
2001,22094,11,4.7,0,0,0,0,0,4.8,0,0
2001,23094,0,0,0,0,0,0,0,0,0,0
2001,23096,0,0,0,0,0,0,0,0,0,0
2001,23099,0,0,0,0,0,0,0,0,0,0
2001,23101,5,1.5,0,0,0,0,0,1.6,0,0
2001,24086,30,3.2,0,0,0,0,0,3.3,3.1,3.4
2001,24087,18,3.6,0,0,0,0,0,3.1,0,0
2001,24089,35,4.2,0,0,0,0,0,4.5,3.7,4.8
2001,24090,77,3.9,0,0,0,0,0,3.8,4.4,3.4
2001,24091,0,0,0,0,0,0,0,0,0,0
2001,24093,187,3.7,0,5.1,6.5,0,0,3.5,4.2,3.3
2001,25001,8,1.7,0,0,0,0,0,1.5,0,0
2001,25002,16,6,0,0,0,0,0,6.4,9.3,3.4
2001,25003,12,4.6,0,0,0,0,0,4.3,4.7,4.6
2001,26001,6,3.1,0,0,0,0,0,3.1,0,0
2001,26002,5,1.7,0,0,0,0,0,1.7,0,0
2001,26005,0,0,0,0,0,0,0,0,0,0
2001,26006,105,4.2,0,6.8,0,0,0,3.8,4.9,3.4
2001,27055,0,0,0,0,0,0,0,0,0,0
2001,27056,0,0,0,0,0,0,0,0,0,0
2001,27057,0,0,0,0,0,0,0,0,0,0
2001,27058,0,0,0,0,0,0,0,0,0,0
2001,27059,0,0,0,0,0,0,0,0,0,0
2001,27061,18,3.6,0,0,0,0,0,2.9,4.3,2.9
2001,28101,22,8.5,0,0,0,0,0,8.5,10.4,6.7
2001,28102,35,7.7,0,0,0,0,0,7.8,7.5,7.9
2001,28103,20,8,0,0,0,0,0,8,10.2,5.6
2001,29001,5,4,0,0,0,0,0,0,0,0
2001,29002,5,8.3,0,0,0,0,0,8.5,0,0
2001,29003,0,0,0,0,0,0,0,0,0,0
2001,29004,0,0,0,0,0,0,0,0,0,0
2001,30093,46,6.9,0,0,0,0,0,7.1,7.3,6.5
2001,31116,0,0,0,0,0,0,0,0,0,0
2001,31117,0,0,0,0,0,0,0,0,0,0
2001,31118,0,0,0,0,0,0,0,0,0,0
2001,31121,5,2.7,0,0,0,0,0,2.7,0,0
2001,31122,0,0,0,0,0,0,0,0,0,0
2001,32054,0,0,0,0,0,0,0,0,0,0
2001,32055,0,0,0,0,0,0,0,0,0,0
2001,32056,0,0,0,0,0,0,0,0,0,0
2001,32058,0,0,0,0,0,0,0,0,0,0
2001,33090,47,6.6,0,0,0,0,0,6.6,7.6,5.5
2001,33091,0,0,0,0,0,0,0,0,0,0
2001,33092,0,0,0,0,0,0,0,0,0,0
2001,33093,0,0,0,0,0,0,0,0,0,0
2001,33094,0,0,0,0,0,0,0,0,0,0
2001,34121,0,0,0,0,0,0,0,0,0,0
2001,34122,0,0,0,0,0,0,0,0,0,0
2001,34124,9,1.7,0,0,0,0,0,1.7,0,0
2001,35092,12,3.8,0,0,0,0,0,4,4.3,3.2
2001,35093,14,6.6,0,0,0,0,0,6.6,6,7.4
2001,35094,11,9.2,0,0,0,0,0,5.8,10.6,8
2001,35097,0,0,0,0,0,0,0,0,0,0
2001,35098,14,5.5,0,0,0,0,0,4.4,6.5,4.3
2001,35099,5,6.1,0,0,0,0,0,6.2,0,0
2001,35102,26,5.1,0,0,0,0,0,5.1,3.7,6.3
2001,36123,0,0,0,0,0,0,0,0,0,0
2001,36126,52,4.6,0,0,0,0,0,4.7,6.4,2.8
2001,36131,39,3.9,0,0,0,0,0,4,4.8,3.1
2001,36133,0,0,0,0,0,0,0,0,0,0
2001,36134,0,0,0,0,0,0,0,0,0,0
2001,36135,0,0,0,0,0,0,0,0,0,0
2001,36136,36,4.5,0,0,0,0,0,4.6,4.2,4.8
2001,36137,37,5.7,0,0,0,0,0,5.7,7.1,4.4
2001,36138,6,3.4,0,0,0,0,0,2.9,0,0
2001,36139,83,6.2,0,0,0,0,0,6.2,6.6,5.9
2001,37037,11,1.8,0,0,0,0,0,1.8,0,0
2001,37039,8,2,0,0,0,0,0,2,0,0
2001,38044,0,0,0,0,0,0,0,0,0,0
2001,38045,0,0,0,0,0,0,0,0,0,0
2001,38046,6,3.5,0,0,0,0,0,3.5,0,0
2001,39133,31,3.3,0,0,0,0,0,3.4,3.2,3.5
2001,39134,50,5.7,0,0,0,0,0,5.3,7.1,4.2
2001,39135,6,2.4,0,0,0,0,0,2.4,0,0
2001,39136,0,0,0,0,0,0,0,0,0,0
2001,39137,11,3.4,0,0,0,0,0,3.5,0,0
2001,39139,29,5,0,0,0,0,0,5.1,5,5.1
2001,39141,392,5.6,3.1,10.1,8,0,0,5.4,5.8,5.3
2001,39142,0,0,0,0,0,0,0,0,0,0
2001,40100,0,0,0,0,0,0,0,0,0,0
2001,40101,0,0,0,0,0,0,0,0,0,0
2001,40103,0,0,0,0,0,0,0,0,0,0
2001,40104,0,0,0,0,0,0,0,0,0,0
2001,40107,36,9.5,0,0,0,0,0,9.6,11.4,7.3
2001,41001,0,0,0,0,0,0,0,0,0,0
2001,41002,15,6,0,0,0,0,0,6.1,6.2,5.7
2001,41003,0,0,0,0,0,0,0,0,0,0
2001,41004,0,0,0,0,0,0,0,0,0,0
2001,41005,0,0,0,0,0,0,0,0,0,0
2001,42111,7,3.4,0,0,0,0,0,3.4,0,0
2001,42113,0,0,0,0,0,0,0,0,0,0
2001,42117,0,0,0,0,0,0,0,0,0,0
2001,42118,0,0,0,0,0,0,0,0,0,0
2001,42119,0,0,0,0,0,0,0,0,0,0
2001,42121,0,0,0,0,0,0,0,0,0,0
2001,42124,21,3.4,0,0,0,0,0,3.4,4.3,2.4
2001,43001,8,3.8,0,0,0,0,0,3.9,0,0
2001,43002,0,0,0,0,0,0,0,0,0,0
2001,43003,0,0,0,0,0,0,0,0,0,0
2001,43004,0,0,0,0,0,0,0,0,0,0
2001,44078,5,9.5,0,0,0,0,0,9.5,0,0
2001,44083,0,0,0,0,0,0,0,0,0,0
2001,44084,0,0,0,0,0,0,0,0,0,0
2001,45076,5,4.5,0,0,0,0,0,4.6,0,0
2001,45077,0,0,0,0,0,0,0,0,0,0
2001,45078,0,0,0,0,0,0,0,0,0,0
2001,46128,0,0,0,0,0,0,0,0,0,0
2001,46130,6,1.5,0,0,0,0,0,1.5,0,0
2001,46131,25,6.4,0,0,0,0,0,6.4,8,4.7
2001,46132,0,0,0,0,0,0,0,0,0,0
2001,46134,42,3.3,0,0,0,0,0,3.2,4.4,2.1
2001,46135,0,0,0,0,0,0,0,0,0,0
2001,46137,0,0,0,0,0,0,0,0,0,0
2001,46140,0,0,0,0,0,0,0,0,0,0
2001,47060,0,0,0,0,0,0,0,0,0,0
2001,47062,11,2.8,0,0,0,0,0,2.3,0,0
2001,47064,0,0,0,0,0,0,0,0,0,0
2001,47065,10,5.8,0,0,0,0,0,6,6,5.7
2001,48066,33,2.3,0,0,0,0,0,2.4,2.6,1.9
2001,48068,93,2.4,0,4.3,0,0,0,2.4,3.4,1.5
2001,48069,14,3.3,0,0,0,0,0,3.3,2.7,3.9
2001,48070,7,1.3,0,0,0,0,0,1.3,0,0
2001,48071,96,2.3,0,5.8,0,0,0,2.2,2.3,2.3
2001,48072,105,5.1,0,3.6,10.5,0,0,8.4,5.5,4.6
2001,48073,144,5.9,0,5.8,17.3,0,0,5.5,7.4,4.3
2001,48074,62,5.1,0,2.8,13,0,0,6.8,6.2,3.9
2001,48075,0,0,0,0,0,0,0,0,0,0
2001,48077,200,6.1,8,15.9,8,21.3,0,5.5,7.3,5
2001,48078,498,7,4.5,6.3,9.4,28.6,0,10.2,8.4,5.7
2001,48080,56,6.7,0,5.5,0,0,0,8.6,6.1,7.3
2001,49132,55,7.4,0,0,0,0,0,7.7,7.7,7.1
2001,49135,0,0,0,0,0,0,0,0,0,0
2001,49137,5,3.2,0,0,0,0,0,3.2,0,0
2001,49140,0,0,0,0,0,0,0,0,0,0
2001,49142,81,7.5,0,21.7,13.8,0,0,6.8,9.3,5.6
2001,49144,64,6.6,0,0,0,0,0,6.6,6.9,6.2
2001,49148,94,5.3,0,7.6,0,0,0,5,6.1,4.3
2001,50001,111,4.6,0,0,0,0,0,4.5,5.3,3.8
2001,50002,16,4.8,0,0,0,0,0,4.8,5,4.5
2001,50003,31,2.8,0,0,0,0,0,2.6,3.3,2.1
2001,50005,13,2.4,0,0,0,0,0,2.5,2.3,2.6
2001,50006,41,5.4,0,15.4,0,0,0,4.9,6.8,4.1
2001,50007,0,0,0,0,0,0,0,0,0,0
2001,50009,0,0,0,0,0,0,0,0,0,0
2001,50010,49,5.3,0,0,0,0,0,5.4,7.2,3.2
2001,50012,174,5.8,0,0,0,0,0,5.8,5.8,5.7
2001,50013,11,3.7,0,0,0,0,0,3.7,0,0
2001,50014,57,6.2,0,0,0,0,0,6.2,6.4,6.1
2001,51150,9,10.7,0,0,0,0,0,11,0,0
2001,51152,25,5.4,0,0,0,0,0,5.6,7.1,3.4
2001,51153,0,0,0,0,0,0,0,0,0,0
2001,51154,0,0,0,0,0,0,0,0,0,0
2001,51155,10,2.2,0,0,0,0,0,1.9,0,0
2001,51156,0,0,0,0,0,0,0,0,0,0
2001,51159,38,4,0,19,0,0,0,2.8,5.4,2.5
2001,52096,0,0,0,0,0,0,0,0,0,0
2001,53111,7,2.7,0,0,0,0,0,2.7,0,0
2001,53112,0,0,0,0,0,0,0,0,0,0
2001,53113,55,4.2,0,0,0,0,0,4.1,4.5,3.8
2001,53114,0,0,0,0,0,0,0,0,0,0
2001,54037,0,0,0,0,0,0,0,0,0,0
2001,54039,21,6.3,0,0,0,0,0,5,6.2,6.3
2001,54041,29,4.2,0,0,0,0,0,4.2,5.2,3.1
2001,54042,0,0,0,0,0,0,0,0,0,0
2001,54043,0,0,0,0,0,0,0,0,0,0
2001,54045,27,8.6,0,0,0,0,0,8,13,4
2001,55104,5,2.3,0,0,0,0,0,2.3,0,0
2001,55105,10,5,0,0,0,0,0,5.2,0,0
2001,55106,10,4.7,0,0,0,0,0,4.8,0,0
2001,55108,16,3.7,0,0,0,0,0,3.9,4.1,3.3
2001,55110,24,4.5,0,0,0,0,0,4.5,3.5,5.5
2001,55111,7,8.5,0,0,0,0,0,9,0,0
2001,56015,0,0,0,0,0,0,0,0,0,0
2001,56017,17,5.1,0,0,0,0,0,4.9,6.3,3.9
2001,57001,0,0,0,0,0,0,0,0,0,0
2001,57002,23,9.5,0,0,0,0,0,9.5,13,5.9
2001,57003,46,3.4,0,0,0,0,0,3.5,3.1,3.6
2001,57004,28,6.7,0,0,0,0,0,6.3,7,6.3
2001,58106,0,0,0,0,0,0,0,0,0,0
2001,58107,0,0,0,0,0,0,0,0,0,0
2001,58108,0,0,0,0,0,0,0,0,0,0
2001,58109,5,1.9,0,0,0,0,0,1.9,0,0
2001,58112,6,1.6,0,0,0,0,0,1.6,0,0
2001,59113,0,0,0,0,0,0,0,0,0,0
2001,59114,0,0,0,0,0,0,0,0,0,0
2001,59117,10,1.5,0,0,0,0,0,1.5,0,0
2001,60077,41,5,0,0,0,0,0,5.2,6.8,3
2001,61150,0,0,0,0,0,0,0,0,0,0
2001,61151,7,8.9,0,0,0,0,0,8.9,0,0
2001,61154,0,0,0,0,0,0,0,0,0,0
2001,61156,17,3.7,0,0,0,0,0,4,3.6,3.8
2001,61157,0,0,0,0,0,0,0,0,0,0
2001,61158,0,0,0,0,0,0,0,0,0,0
2001,62070,0,0,0,0,0,0,0,0,0,0
2001,62072,23,4,0,0,0,0,0,4,3.8,4.2
2001,63066,0,0,0,0,0,0,0,0,0,0
2001,63067,25,10.2,0,0,0,0,0,10.3,15.3,5
2001,64072,0,0,0,0,0,0,0,0,0,0
2001,64074,5,1.3,0,0,0,0,0,1.3,0,0
2001,64075,58,5,0,7.4,0,0,0,4.8,6.4,3.7
2001,65096,0,0,0,0,0,0,0,0,0,0
2001,65098,5,3.4,0,0,0,0,0,3.4,0,0
2001,66102,38,5.9,0,0,0,0,0,5.9,6.9,4.8
2001,66103,0,0,0,0,0,0,0,0,0,0
2001,66104,0,0,0,0,0,0,0,0,0,0
2001,66105,14,2.8,0,0,0,0,0,2.9,0,0
2001,66107,5,2.2,0,0,0,0,0,2.2,0,0
2001,67055,6,1.9,0,0,0,0,0,2,0,0
2001,67061,18,4.5,0,4.4,0,0,0,4.7,5.4,3.8
2001,68070,29,6.1,0,0,0,0,0,5.8,6.7,5.4
2001,68071,0,0,0,0,0,0,0,0,0,0
2001,68072,0,0,0,0,0,0,0,0,0,0
2001,68073,6,2.9,0,0,0,0,0,2.9,0,0
2001,68074,0,0,0,0,0,0,0,0,0,0
2001,68075,0,0,0,0,0,0,0,0,0,0
2001,69104,0,0,0,0,0,0,0,0,0,0
2001,69106,18,6.3,0,0,0,0,0,6.4,8.6,4.1
2001,69107,0,0,0,0,0,0,0,0,0,0
2001,69108,0,0,0,0,0,0,0,0,0,0
2001,69109,7,3.1,0,0,0,0,0,2.8,0,0
2001,70092,0,0,0,0,0,0,0,0,0,0
2001,70093,36,8,0,0,0,0,0,7.2,10.5,5.7
2001,71091,7,3.9,0,0,0,0,0,3.9,0,0
2001,71092,20,4.2,0,0,0,0,0,4.3,5.3,3
2001,72066,0,0,0,0,0,0,0,0,0,0
2001,72068,0,0,0,0,0,0,0,0,0,0
2001,72073,0,0,0,0,0,0,0,0,0,0
2001,72074,35,6.3,0,7.2,0,0,0,5.8,7.9,4.5
2001,73099,15,3.6,0,0,0,0,0,3.6,3.9,3.2
2001,73102,0,0,0,0,0,0,0,0,0,0
2001,73105,0,0,0,0,0,0,0,0,0,0
2001,73106,19,3.4,0,0,0,0,0,3.8,3.2,3.6
2001,73108,54,4.8,0,0,0,0,0,4.9,5.6,4
2001,74187,0,0,0,0,0,0,0,0,0,0
2001,74190,0,0,0,0,0,0,0,0,0,0
2001,74194,0,0,0,0,0,0,0,0,0,0
2001,74195,0,0,0,0,0,0,0,0,0,0
2001,74197,0,0,0,0,0,0,0,0,0,0
2001,74201,13,2.3,0,0,0,0,0,2.3,0,0
2001,74202,0,0,0,0,0,0,0,0,0,0
2001,75084,0,0,0,0,0,0,0,0,0,0
2001,75085,0,0,0,0,0,0,0,0,0,0
2001,75086,0,0,0,0,0,0,0,0,0,0
2001,75087,5,2.4,0,0,0,0,0,2.5,0,0
2001,76081,0,0,0,0,0,0,0,0,0,0
2001,76082,0,0,0,0,0,0,0,0,0,0
2001,76083,8,2.1,0,0,0,0,0,2.1,0,0
2001,77100,0,0,0,0,0,0,0,0,0,0
2001,77101,0,0,0,0,0,0,0,0,0,0
2001,77102,0,0,0,0,0,0,0,0,0,0
2001,77103,0,0,0,0,0,0,0,0,0,0
2001,77104,0,0,0,0,0,0,0,0,0,0
2001,78001,0,0,0,0,0,0,0,0,0,0
2001,78002,18,8.1,0,8.8,0,0,0,0,8.7,7.5
2001,78003,0,0,0,0,0,0,0,0,0,0
2001,78004,0,0,0,0,0,0,0,0,0,0
2001,78005,0,0,0,0,0,0,0,0,0,0
2001,78009,0,0,0,0,0,0,0,0,0,0
2001,78012,14,3.7,0,0,0,0,0,4.8,3.6,3.8
2001,78013,0,0,0,0,0,0,0,0,0,0
2001,79077,51,6.2,0,0,0,0,0,6.2,6.2,6.1
2001,79078,0,0,0,0,0,0,0,0,0,0
2001,80116,0,0,0,0,0,0,0,0,0,0
2001,80118,0,0,0,0,0,0,0,0,0,0
2001,80119,0,0,0,0,0,0,0,0,0,0
2001,80121,0,0,0,0,0,0,0,0,0,0
2001,80122,0,0,0,0,0,0,0,0,0,0
2001,80125,66,5.4,0,10.7,14.7,0,0,4.8,5.7,5.1
2001,81094,15,2.6,0,0,0,0,0,2.2,2.7,2.5
2001,81095,8,5.4,0,0,0,0,0,5.5,0,0
2001,81096,39,2.9,0,0,0,0,0,2.8,3.9,1.8
2001,81097,0,0,0,0,0,0,0,0,0,0
2001,82100,18,4,0,0,0,0,0,3.8,5.7,2.3
2001,82101,11,6.2,0,0,0,0,0,5.3,5.9,6.6
2001,82105,0,0,0,0,0,0,0,0,0,0
2001,82108,9,4.8,0,0,0,0,0,4.5,0,0
2001,83001,0,0,0,0,0,0,0,0,0,0
2001,83002,5,2.4,0,0,0,0,0,2.4,0,0
2001,83003,22,3.4,0,0,0,0,0,3.2,4.1,2.6
2001,83005,67,2.4,0,0,9.8,0,0,2.3,2.8,1.9
2001,84001,33,4.9,0,0,0,0,0,4.8,4.8,4.9
2001,84002,5,4.3,0,0,0,0,0,4.3,0,0
2001,84003,0,0,0,0,0,0,0,0,0,0
2001,84004,0,0,0,0,0,0,0,0,0,0
2001,84005,5,3.1,0,0,0,0,0,3.1,0,0
2001,84006,5,1.9,0,0,0,0,0,1.9,0,0
2001,85043,0,0,0,0,0,0,0,0,0,0
2001,85044,5,2.4,0,0,0,0,0,2.5,0,0
2001,85045,0,0,0,0,0,0,0,0,0,0
2001,85046,43,3.5,0,2.1,0,0,0,4.2,4.1,2.8
2001,85048,13,3.7,0,0,0,0,0,3.9,0,0
2001,85049,6,3.9,0,0,0,0,0,4,0,0
2001,86100,5,2,0,0,0,0,0,2,0,0
2001,87083,13,4.7,0,0,0,0,0,4.5,0,0
2001,88072,0,0,0,0,0,0,0,0,0,0
2001,88073,0,0,0,0,0,0,0,0,0,0
2001,88075,5,6.9,0,0,0,0,0,6.9,0,0
2001,88080,9,3.8,0,0,0,0,0,4,0,0
2001,88081,67,9.7,0,0,0,0,0,10.9,8.9,10.5
2001,89077,0,0,0,0,0,0,0,0,0,0
2001,89080,9,2.3,0,0,0,0,0,2.3,0,0
2001,89087,0,0,0,0,0,0,0,0,0,0
2001,89088,0,0,0,0,0,0,0,0,0,0
2001,89089,14,2.8,0,0,0,0,0,2.7,2.5,3.1
2001,90075,0,0,0,0,0,0,0,0,0,0
2001,90076,9,5,0,0,0,0,0,5.1,0,0
2001,90077,0,0,0,0,0,0,0,0,0,0
2001,90078,0,0,0,0,0,0,0,0,0,0
2001,91091,0,0,0,0,0,0,0,0,0,0
2001,91092,18,3.4,0,0,0,0,0,3.4,2.9,3.9
2001,91093,0,0,0,0,0,0,0,0,0,0
2001,91095,0,0,0,0,0,0,0,0,0,0
2001,92087,132,2.7,0,8.2,0,0,0,2.6,3.4,2
2001,92088,127,2.2,0,4.2,0,0,0,2.2,3,1.4
2001,92089,48,2.8,0,0,0,0,0,2.8,2.6,3.1
2001,92090,88,4.1,0,9.8,0,0,0,3.9,4,4.3
2001,92091,12,3.7,0,0,0,0,0,3.7,4.2,3.1
2001,93120,9,5.1,0,0,0,0,0,5.1,0,0
2001,93121,0,0,0,0,0,0,0,0,0,0
2001,93123,6,3.9,0,0,0,0,0,4,0,0
2001,93124,6,3.3,0,0,0,0,0,3.5,0,0
2001,94076,7,4.1,0,0,0,0,0,4.1,0,0
2001,94078,30,2.6,0,0,0,0,0,2.6,3.2,2
2001,94083,48,4.8,0,0,0,0,0,4.8,7,2.8
2001,94086,7,1.2,0,0,0,0,0,1.3,0,0
2001,94087,9,3.4,0,0,0,0,0,3.4,0,0
2001,95059,30,4.2,0,0,0,0,0,4.1,5,3.4
2001,96088,201,3.4,0,3.6,0,0,0,3.4,3.7,3.2
2001,96089,87,2.6,0,2.2,0,0,0,3.2,3.1,2.1
2001,96090,54,2.5,0,2.1,0,0,0,2.6,2.7,2.2
2001,96091,163,2.5,0,5.1,0,0,0,2,2.8,2.1
2001,96092,52,2.9,0,5.3,0,0,0,2.1,3.5,2.2
2001,96093,36,1.9,0,0,0,0,0,2.4,2.5,1.4
2001,96094,130,3.6,0,6.5,0,0,0,3.2,4.8,2.5
2001,96095,119,1.8,1,1.5,0,0,0,2,2.1,1.5
2001,96098,31,3.8,0,9.9,0,0,0,3,5.2,2.4
2001,96099,16,3.4,0,0,0,0,0,2.2,2.2,4.5
2001,96101,10,3.8,0,0,0,0,0,3.4,0,0
2001,96102,14,1.8,0,3,0,0,0,1.7,1.8,1.9
2001,96103,24,5.7,0,0,0,0,0,6.8,8.7,3.1
2001,96104,24,3.2,0,3,0,0,0,0,4.1,2.3
2001,96106,13,1.2,0,0,0,0,0,1.3,0,0
2001,96107,8,2.9,0,0,0,0,0,3.4,0,0
2001,96109,76,6.3,0,6.3,0,0,0,0,7.5,5.1
2001,96110,21,1.3,0,1.1,0,0,0,1.3,1.2,1.3
2001,96111,79,4.8,0,4.9,0,0,0,4.5,6,3.7
2001,96112,104,9.4,0,10.4,0,0,0,0,12.5,6.8
2001,96113,5,1.9,0,0,0,0,0,0,0,0
2001,96114,50,3.8,0,5.3,0,0,0,3.4,3.3,4.3
2001,96115,24,22.5,0,22.5,0,0,0,0,22.8,22.2
2001,96119,59,2.9,0,3,0,0,0,2.8,2.1,3.9
2001,97116,0,0,0,0,0,0,0,0,0,0
2001,97118,0,0,0,0,0,0,0,0,0,0
2001,97119,0,0,0,0,0,0,0,0,0,0
2001,97122,0,0,0,0,0,0,0,0,0,0
2001,97127,0,0,0,0,0,0,0,0,0,0
2001,97129,70,8.6,0,15.5,19.3,0,0,7.1,8,9.2
2001,97130,8,5.2,0,0,0,0,0,5.9,0,0
2001,97131,11,6.4,0,0,0,0,0,6.2,0,0
2001,98080,8,3.6,0,0,0,0,0,3.6,0,0
2001,99078,0,0,0,0,0,0,0,0,0,0
2001,99082,7,3.1,0,0,0,0,0,3.1,0,0
2001,100059,13,4.1,0,0,0,0,0,4.1,5.2,3.1
2001,100060,0,0,0,0,0,0,0,0,0,0
2001,100061,16,4.8,0,0,0,0,0,4.5,5.4,4.2
2001,100062,0,0,0,0,0,0,0,0,0,0
2001,100063,57,5.5,0,7.5,0,0,0,4.9,5.5,5.5
2001,100064,0,0,0,0,0,0,0,0,0,0
2001,100065,0,0,0,0,0,0,0,0,0,0
2001,101105,0,0,0,0,0,0,0,0,0,0
2001,101107,0,0,0,0,0,0,0,0,0,0
2001,102081,0,0,0,0,0,0,0,0,0,0
2001,102085,6,2.2,0,0,0,0,0,2.3,0,0
2001,103127,0,0,0,0,0,0,0,0,0,0
2001,103128,0,0,0,0,0,0,0,0,0,0
2001,103129,6,4.2,0,0,0,0,0,4.2,0,0
2001,103130,8,4,0,0,0,0,0,4,0,0
2001,103131,8,3.2,0,0,0,0,0,3.3,0,0
2001,103132,30,5.1,0,0,0,0,0,5.2,4.3,6
2001,103135,0,0,0,0,0,0,0,0,0,0
2001,104041,0,0,0,0,0,0,0,0,0,0
2001,104042,0,0,0,0,0,0,0,0,0,0
2001,104043,0,0,0,0,0,0,0,0,0,0
2001,104044,30,5.2,0,0,0,0,0,5.3,4.7,5.7
2001,104045,10,5.2,0,0,0,0,0,5.3,0,0
2001,105123,0,0,0,0,0,0,0,0,0,0
2001,105124,5,2.9,0,0,0,0,0,0,0,0
2001,105125,0,0,0,0,0,0,0,0,0,0
2001,106001,0,0,0,0,0,0,0,0,0,0
2001,106002,0,0,0,0,0,0,0,0,0,0
2001,106003,20,4.8,0,0,0,0,0,4.7,5,4.6
2001,106004,37,4.8,0,0,0,0,0,4.7,4.6,4.9
2001,106005,32,9.9,0,0,0,0,0,10,11.8,8
2001,106006,0,0,0,0,0,0,0,0,0,0
2001,106008,0,0,0,0,0,0,0,0,0,0
2001,107151,0,0,0,0,0,0,0,0,0,0
2001,107152,16,3.7,0,0,0,0,0,3.6,3,4.6
2001,107153,0,0,0,0,0,0,0,0,0,0
2001,107154,9,2.8,0,0,0,0,0,2.9,0,0
2001,107155,19,7.2,0,0,0,0,0,7.6,10.3,4.7
2001,107156,6,4.3,0,0,0,0,0,4.5,0,0
2001,107158,0,0,0,0,0,0,0,0,0,0
2001,108142,15,1.8,0,0,0,0,0,1.8,1.6,2.1
2001,108143,9,9.9,0,0,0,0,0,9.9,0,0
2001,108144,8,13.3,0,-280,0,0,0,0,0,0
2001,108147,0,0,0,0,0,0,0,0,0,0
2001,109002,10,3.2,0,0,0,0,0,2.8,0,0
2001,109003,23,2.8,0,0,0,0,0,2.9,2.7,3
2001,110014,7,2.9,0,0,0,0,0,2.9,0,0
2001,110029,50,7.1,0,0,0,0,0,6.9,7.6,6.7
2001,110030,0,0,0,0,0,0,0,0,0,0
2001,110031,0,0,0,0,0,0,0,0,0,0
2001,111086,28,10.9,0,0,0,0,0,11.1,15.3,6.8
2001,111087,19,5.2,0,0,0,0,0,5.2,3.9,6.5
2001,112099,0,0,0,0,0,0,0,0,0,0
2001,112101,0,0,0,0,0,0,0,0,0,0
2001,112102,52,6.9,0,0,0,0,0,6.9,9.1,4.6
2001,112103,8,3.9,0,0,0,0,0,3.5,0,0
2001,113001,7,4.9,0,0,0,0,0,5,0,0
2001,114112,5,2.9,0,0,0,0,0,0,0,0
2001,114113,6,2.2,0,0,0,0,0,2.2,0,0
2001,114114,30,5.9,0,0,0,0,0,6.1,4.7,7.2
2001,114115,0,0,0,0,0,0,0,0,0,0
2001,114116,0,0,0,0,0,0,0,0,0,0
2001,115115,926,8.7,4.2,9.2,9.8,0,0,7.2,9.7,7.6
2002,1090,0,0,0,0,0,0,0,0,0,0
2002,1091,24,3.1,0,0,0,0,0,3.2,3.6,2.7
2002,1092,0,0,0,0,0,0,0,0,0,0
2002,2089,0,0,0,0,0,0,0,0,0,0
2002,2090,0,0,0,0,0,0,0,0,0,0
